Date;X
01.01.1959;286.6
01.02.1959;287.7
01.03.1959;289.2
01.04.1959;290.1
01.05.1959;292.2
01.06.1959;294.1
01.07.1959;295.2
01.08.1959;296.4
01.09.1959;296.7
01.10.1959;296.5
01.11.1959;297.1
01.12.1959;297.8
01.01.1960;298.2
01.02.1960;298.5
01.03.1960;299.4
01.04.1960;300.1
01.05.1960;300.9
01.06.1960;302.3
01.07.1960;304.1
01.08.1960;306.9
01.09.1960;308.4
01.10.1960;309.5
01.11.1960;310.9
01.12.1960;312.4
01.01.1961;314.1
01.02.1961;316.5
01.03.1961;318.3
01.04.1961;319.9
01.05.1961;322.2
01.06.1961;324.3
01.07.1961;325.6
01.08.1961;327.6
01.09.1961;329.5
01.10.1961;331.1
01.11.1961;333.4
01.12.1961;335.5
01.01.1962;337.5
01.02.1962;340.1
01.03.1962;343.1
01.04.1962;345.5
01.05.1962;347.5
01.06.1962;349.3
01.07.1962;350.8
01.08.1962;352.8
01.09.1962;354.9
01.10.1962;357.2
01.11.1962;359.8
01.12.1962;362.7
01.01.1963;365.2
01.02.1963;367.9
01.03.1963;370.7
01.04.1963;373.3
01.05.1963;376.1
01.06.1963;378.4
01.07.1963;381.1
01.08.1963;383.6
01.09.1963;386
01.10.1963;388.3
01.11.1963;391.5
01.12.1963;393.2
01.01.1964;395.2
01.02.1964;397.6
01.03.1964;399.8
01.04.1964;401.7
01.05.1964;404.2
01.06.1964;407.1
01.07.1964;410.1
01.08.1964;413.4
01.09.1964;416.9
01.10.1964;419.1
01.11.1964;422
01.12.1964;424.7
01.01.1965;427.5
01.02.1965;430.4
01.03.1965;433.2
01.04.1965;435.4
01.05.1965;437.1
01.06.1965;440.1
01.07.1965;442.9
01.08.1965;445.8
01.09.1965;449.5
01.10.1965;452.6
01.11.1965;455.7
01.12.1965;459.2
01.01.1966;462
01.02.1966;464.6
01.03.1966;467.2
01.04.1966;469.3
01.05.1966;470.1
01.06.1966;471.2
01.07.1966;470.9
01.08.1966;472.6
01.09.1966;475.4
01.10.1966;475.7
01.11.1966;477.3
01.12.1966;480.2
01.01.1967;481.6
01.02.1967;485.1
01.03.1967;489.7
01.04.1967;492.1
01.05.1967;497.2
01.06.1967;502
01.07.1967;506.3
01.08.1967;510.8
01.09.1967;514.7
01.10.1967;518.2
01.11.1967;521.2
01.12.1967;524.8
01.01.1968;527.4
01.02.1968;530.4
01.03.1968;533.2
01.04.1968;535.7
01.05.1968;538.9
01.06.1968;542.6
01.07.1968;545.6
01.08.1968;549.4
01.09.1968;553.6
01.10.1968;557.6
01.11.1968;562.4
01.12.1968;566.8
01.01.1969;569.3
01.02.1969;571.9
01.03.1969;574.4
01.04.1969;575.7
01.05.1969;576.5
01.06.1969;578.5
01.07.1969;579.5
01.08.1969;580.1
01.09.1969;582.1
01.10.1969;583.4
01.11.1969;585.4
01.12.1969;587.9
01.01.1970;589.6
01.02.1970;586.3
01.03.1970;587.3
01.04.1970;588.4
01.05.1970;591.5
01.06.1970;595.2
01.07.1970;599.1
01.08.1970;604.9
01.09.1970;611.2
01.10.1970;616.4
01.11.1970;621.1
01.12.1970;626.5
01.01.1971;632.9
01.02.1971;641
01.03.1971;649.9
01.04.1971;658.4
01.05.1971;666.7
01.06.1971;673
01.07.1971;679.6
01.08.1971;685.5
01.09.1971;692.5
01.10.1971;698.4
01.11.1971;704.6
01.12.1971;710.3
01.01.1972;717.7
01.02.1972;725.7
01.03.1972;733.5
01.04.1972;738.4
01.05.1972;743.3
01.06.1972;749.7
01.07.1972;759.5
01.08.1972;768.7
01.09.1972;778.3
01.10.1972;786.9
01.11.1972;793.9
01.12.1972;802.3
01.01.1973;810.3
01.02.1973;814.1
01.03.1973;815.3
01.04.1973;819.7
01.05.1973;826.8
01.06.1973;833.3
01.07.1973;836.5
01.08.1973;838.8
01.09.1973;839.3
01.10.1973;842.6
01.11.1973;848.9
01.12.1973;855.5
01.01.1974;859.7
01.02.1974;864.2
01.03.1974;870.1
01.04.1974;872.9
01.05.1974;874.6
01.06.1974;877.8
01.07.1974;881.4
01.08.1974;884.1
01.09.1974;887.9
01.10.1974;893.3
01.11.1974;898.6
01.12.1974;902.1
01.01.1975;906.3
01.02.1975;914.1
01.03.1975;925
01.04.1975;935.1
01.05.1975;947.9
01.06.1975;963
01.07.1975;975.1
01.08.1975;983.1
01.09.1975;991.5
01.10.1975;997.8
01.11.1975;1006.9
01.12.1975;1016.2
01.01.1976;1026.6
01.02.1976;1040.3
01.03.1976;1050
01.04.1976;1060.8
01.05.1976;1072.1
01.06.1976;1077.6
01.07.1976;1086.3
01.08.1976;1098.7
01.09.1976;1110.8
01.10.1976;1125
01.11.1976;1138.2
01.12.1976;1152
01.01.1977;1165.2
01.02.1977;1177.6
01.03.1977;1188.5
01.04.1977;1199.6
01.05.1977;1209
01.06.1977;1217.8
01.07.1977;1226.7
01.08.1977;1237
01.09.1977;1246.2
01.10.1977;1254
01.11.1977;1262.4
01.12.1977;1270.3
01.01.1978;1279.7
01.02.1978;1285.5
01.03.1978;1292.2
01.04.1978;1300.4
01.05.1978;1310.5
01.06.1978;1318.5
01.07.1978;1324.1
01.08.1978;1333.5
01.09.1978;1345
01.10.1978;1352.3
01.11.1978;1359.1
01.12.1978;1366
01.01.1979;1371.6
01.02.1979;1377.8
01.03.1979;1387.8
01.04.1979;1402.1
01.05.1979;1410.2
01.06.1979;1423
01.07.1979;1434.8
01.08.1979;1446.6
01.09.1979;1454.1
01.10.1979;1460.4
01.11.1979;1465.9
01.12.1979;1473.7
01.01.1980;1482.7
01.02.1980;1494.6
01.03.1980;1499.8
01.04.1980;1502.2
01.05.1980;1512.3
01.06.1980;1529.2
01.07.1980;1545.5
01.08.1980;1561.5
01.09.1980;1574
01.10.1980;1584.8
01.11.1980;1595.8
01.12.1980;1599.8
01.01.1981;1606.9
01.02.1981;1618.7
01.03.1981;1636.6
01.04.1981;1659.2
01.05.1981;1664.2
01.06.1981;1670.3
01.07.1981;1681.9
01.08.1981;1694.3
01.09.1981;1706
01.10.1981;1721.8
01.11.1981;1736.1
01.12.1981;1755.5
01.01.1982;1770.4
01.02.1982;1774.5
01.03.1982;1786.5
01.04.1982;1803.9
01.05.1982;1815.4
01.06.1982;1826
01.07.1982;1831.8
01.08.1982;1845.6
01.09.1982;1858.8
01.10.1982;1870.1
01.11.1982;1884.1
01.12.1982;1906.4
01.01.1983;1959.8
01.02.1983;1997.2
01.03.1983;2015.5
01.04.1983;2028.9
01.05.1983;2043.4
01.06.1983;2053.8
01.07.1983;2065.1
01.08.1983;2074.3
01.09.1983;2083.5
01.10.1983;2099.5
01.11.1983;2112.6
01.12.1983;2123.8
01.01.1984;2138.5
01.02.1984;2158.6
01.03.1984;2175.5
01.04.1984;2192.1
01.05.1984;2204.5
01.06.1984;2215.4
01.07.1984;2223.9
01.08.1984;2230.7
01.09.1984;2244.8
01.10.1984;2259.2
01.11.1984;2281.7
01.12.1984;2306.8
01.01.1985;2332.7
01.02.1985;2354.4
01.03.1985;2366.6
01.04.1985;2375.7
01.05.1985;2389.9
01.06.1985;2413
01.07.1985;2429.9
01.08.1985;2444.4
01.09.1985;2456.8
01.10.1985;2468.5
01.11.1985;2478.2
01.12.1985;2492.6
01.01.1986;2502.7
01.02.1986;2513.4
01.03.1986;2533.7
01.04.1986;2558.4
01.05.1986;2585.5
01.06.1986;2605.8
01.07.1986;2627.5
01.08.1986;2647.4
01.09.1986;2668.9
01.10.1986;2688.7
01.11.1986;2702.5
01.12.1986;2729.2
01.01.1987;2745
01.02.1987;2748.6
01.03.1987;2754.9
01.04.1987;2769.1
01.05.1987;2774.4
01.06.1987;2776.1
01.07.1987;2780.6
01.08.1987;2789.8
01.09.1987;2801.2
01.10.1987;2816.8
01.11.1987;2821.4
01.12.1987;2828.8
01.01.1988;2849.8
01.02.1988;2872.7
01.03.1988;2893
01.04.1988;2913.1
01.05.1988;2928.5
01.06.1988;2940.7
01.07.1988;2949.5
01.08.1988;2954.5
01.09.1988;2959.4
01.10.1988;2967.8
01.11.1988;2982.7
01.12.1988;2990.6
01.01.1989;2994
01.02.1989;2994.4
01.03.1989;3002.1
01.04.1989;3008.3
01.05.1989;3013.9
01.06.1989;3030.2
01.07.1989;3054.7
01.08.1989;3076.7
01.09.1989;3094.8
01.10.1989;3116.4
01.11.1989;3135.3
01.12.1989;3154.4
01.01.1990;3168.5
01.02.1990;3180.9
01.03.1990;3191.7
01.04.1990;3203.2
01.05.1990;3202.1
01.06.1990;3215
01.07.1990;3225.6
01.08.1990;3243.2
01.09.1990;3255.8
01.10.1990;3260.4
01.11.1990;3263.6
01.12.1990;3272.7
01.01.1991;3288.4
01.02.1991;3304.8
01.03.1991;3322.2
01.04.1991;3332.5
01.05.1991;3343.1
01.06.1991;3352
01.07.1991;3355.9
01.08.1991;3354.7
01.09.1991;3354.6
01.10.1991;3359.6
01.11.1991;3365
01.12.1991;3371.6
01.01.1992;3380.3
01.02.1992;3399
01.03.1992;3402.9
01.04.1992;3398.7
01.05.1992;3397.5
01.06.1992;3392.3
01.07.1992;3392.6
01.08.1992;3397.5
01.09.1992;3409
01.10.1992;3422.4
01.11.1992;3424.9
01.12.1992;3423.1
01.01.1993;3417.3
01.02.1993;3412.5
01.03.1993;3409.8
01.04.1993;3409.4
01.05.1993;3435
01.06.1993;3440.5
01.07.1993;3440
01.08.1993;3443.6
01.09.1993;3450.1
01.10.1993;3454.5
01.11.1993;3468
01.12.1993;3472.4
01.01.1994;3472.4
01.02.1994;3473.2
01.03.1994;3477.6
01.04.1994;3478.8
01.05.1994;3488.2
01.06.1994;3476.7
01.07.1994;3485.2
01.08.1994;3482.5
01.09.1994;3482.7
01.10.1994;3480.8
01.11.1994;3483.7
01.12.1994;3482.7
01.01.1995;3488.2
01.02.1995;3485.4
01.03.1995;3486.7
01.04.1995;3494.7
01.05.1995;3519.4
01.06.1995;3544.1
01.07.1995;3562.4
01.08.1995;3583.9
01.09.1995;3597
01.10.1995;3608.1
01.11.1995;3614.7
01.12.1995;3624.4
01.01.1996;3642.6
01.02.1996;3656.6
01.03.1996;3681.7
01.04.1996;3692.1
01.05.1996;3703.2
01.06.1996;3716.5
01.07.1996;3731.4
01.08.1996;3738.3
01.09.1996;3746.6
01.10.1996;3761.5
01.11.1996;3781.2
01.12.1996;3802.4
01.01.1997;3817.2
01.02.1997;3828.9
01.03.1997;3844.1
01.04.1997;3859.9
01.05.1997;3871.2
01.06.1997;3888
01.07.1997;3905.8
01.08.1997;3939.6
01.09.1997;3955.1
01.10.1997;3974.2
01.11.1997;3997.2
01.12.1997;4015.1
01.01.1998;4038.2
01.02.1998;4070.6
01.03.1998;4096.2
01.04.1998;4121.9
01.05.1998;4145.6
01.06.1998;4165.4
01.07.1998;4184.6
01.08.1998;4209.5
01.09.1998;4247.9
01.10.1998;4287.1
01.11.1998;4325.6
01.12.1998;4354.4
01.01.1999;4381.3
01.02.1999;4404.3
01.03.1999;4411.5
01.04.1999;4439.2
01.05.1999;4463.1
01.06.1999;4484.8
01.07.1999;4511.7
01.08.1999;4529.2
01.09.1999;4544.8
01.10.1999;4568.3
01.11.1999;4587.1
01.12.1999;4614.9
01.01.2000;4643.4
01.02.2000;4656.5
01.03.2000;4687.4
01.04.2000;4740.8
01.05.2000;4731.4
01.06.2000;4748.6
01.07.2000;4766.5
01.08.2000;4794.5
01.09.2000;4830.1
01.10.2000;4846.5
01.11.2000;4857.3
01.12.2000;4901.5
01.01.2001;4951.3
01.02.2001;4989.2
01.03.2001;5046
01.04.2001;5105.3
01.05.2001;5107.6
01.06.2001;5148
01.07.2001;5177.6
01.08.2001;5210.8
01.09.2001;5321.6
01.10.2001;5307.6
01.11.2001;5350.5
01.12.2001;5403.2
01.01.2002;5423.4
01.02.2002;5453
01.03.2002;5463.8
01.04.2002;5458.3
01.05.2002;5491.6
01.06.2002;5516.8
01.07.2002;5557.9
01.08.2002;5598.9
01.09.2002;5623.4
01.10.2002;5667.2
01.11.2002;5716.7
01.12.2002;5737.6
01.01.2003;5769.5
01.02.2003;5805.7
01.03.2003;5825.5
01.04.2003;5856.5
01.05.2003;5926.8
01.06.2003;5965.5
01.07.2003;6010.4
01.08.2003;6067.2
01.09.2003;6038.9
01.10.2003;6029.3
01.11.2003;6034.2
01.12.2003;6032.3
01.01.2004;6040.3
01.02.2004;6080.3
01.03.2004;6115.6
01.04.2004;6150
01.05.2004;6237.2
01.06.2004;6241.5
01.07.2004;6252.4
01.08.2004;6277
01.09.2004;6311.5
01.10.2004;6339.1
01.11.2004;6366.1
01.12.2004;6385.1
01.01.2005;6390.1
01.02.2005;6399.7
01.03.2005;6409.5
01.04.2005;6416.4
01.05.2005;6442
01.06.2005;6476.8
01.07.2005;6505.9
01.08.2005;6533.8
01.09.2005;6569.6
01.10.2005;6603.8
01.11.2005;6622.9
01.12.2005;6650.8
01.01.2006;6690.7
01.02.2006;6717.5
01.03.2006;6734.2
01.04.2006;6761.3
01.05.2006;6776.9
01.06.2006;6815.6
01.07.2006;6854.7
01.08.2006;6877.4
01.09.2006;6908.3
01.10.2006;6957.6
01.11.2006;6997.5
01.12.2006;7042.8
01.01.2007;7076.1
01.02.2007;7095.4
01.03.2007;7132.6
01.04.2007;7191.8
01.05.2007;7215.6
01.06.2007;7248.6
01.07.2007;7277.2
01.08.2007;7343.2
01.09.2007;7368.8
01.10.2007;7382.5
01.11.2007;7415.3
01.12.2007;7448.8
01.01.2008;7477.1
01.02.2008;7565.7
01.03.2008;7635.4
01.04.2008;7661.2
01.05.2008;7684.5
01.06.2008;7701
01.07.2008;7746
01.08.2008;7749.1
01.09.2008;7827.5
01.10.2008;7935.4
01.11.2008;7993.5
01.12.2008;8174
01.01.2009;8248.4
01.02.2009;8282
01.03.2009;8350.7
01.04.2009;8335.5
01.05.2009;8404.6
01.06.2009;8413.7
01.07.2009;8418.4
01.08.2009;8404.8
01.09.2009;8413.8
01.10.2009;8441.7
01.11.2009;8480.9
01.12.2009;8480.1
01.01.2010;8435.3
01.02.2010;8487.2
01.03.2010;8485.6
01.04.2010;8497.6
01.05.2010;8563.6
01.06.2010;8580.9
01.07.2010;8591.8
01.08.2010;8630.9
01.09.2010;8669.5
01.10.2010;8719
01.11.2010;8746.2
01.12.2010;8781.4
01.01.2011;8813.8
01.02.2011;8861.5
