Date;X
01.08.1968;3.5
01.09.1968;3.4
01.10.1968;3.4
01.11.1968;3.4
01.12.1968;3.4
01.01.1969;3.4
01.02.1969;3.4
01.03.1969;3.4
01.04.1969;3.4
01.05.1969;3.4
01.06.1969;3.5
01.07.1969;3.5
01.08.1969;3.5
01.09.1969;3.7
01.10.1969;3.7
01.11.1969;3.5
01.12.1969;3.5
01.01.1970;3.9
01.02.1970;4.2
01.03.1970;4.4
01.04.1970;4.6
01.05.1970;4.8
01.06.1970;4.9
01.07.1970;5
01.08.1970;5.1
01.09.1970;5.4
01.10.1970;5.5
01.11.1970;5.9
01.12.1970;6.1
01.01.1971;5.9
01.02.1971;5.9
01.03.1971;6
01.04.1971;5.9
01.05.1971;5.9
01.06.1971;5.9
01.07.1971;6
01.08.1971;6.1
01.09.1971;6
01.10.1971;5.8
01.11.1971;6
01.12.1971;6
01.01.1972;5.8
01.02.1972;5.7
01.03.1972;5.8
01.04.1972;5.7
01.05.1972;5.7
01.06.1972;5.7
01.07.1972;5.6
01.08.1972;5.6
01.09.1972;5.5
01.10.1972;5.6
01.11.1972;5.3
01.12.1972;5.2
01.01.1973;4.9
01.02.1973;5
01.03.1973;4.9
01.04.1973;5
01.05.1973;4.9
01.06.1973;4.9
01.07.1973;4.8
01.08.1973;4.8
01.09.1973;4.8
01.10.1973;4.6
01.11.1973;4.8
01.12.1973;4.9
01.01.1974;5.1
01.02.1974;5.2
01.03.1974;5.1
01.04.1974;5.1
01.05.1974;5.1
01.06.1974;5.4
01.07.1974;5.5
01.08.1974;5.5
01.09.1974;5.9
01.10.1974;6
01.11.1974;6.6
01.12.1974;7.2
01.01.1975;8.1
01.02.1975;8.1
01.03.1975;8.6
01.04.1975;8.8
01.05.1975;9
01.06.1975;8.8
01.07.1975;8.6
01.08.1975;8.4
01.09.1975;8.4
01.10.1975;8.4
01.11.1975;8.3
01.12.1975;8.2
01.01.1976;7.9
01.02.1976;7.7
01.03.1976;7.6
01.04.1976;7.7
01.05.1976;7.4
01.06.1976;7.6
01.07.1976;7.8
01.08.1976;7.8
01.09.1976;7.6
01.10.1976;7.7
01.11.1976;7.8
01.12.1976;7.8
01.01.1977;7.5
01.02.1977;7.6
01.03.1977;7.4
01.04.1977;7.2
01.05.1977;7
01.06.1977;7.2
01.07.1977;6.9
01.08.1977;7
01.09.1977;6.8
01.10.1977;6.8
01.11.1977;6.8
01.12.1977;6.4
01.01.1978;6.4
01.02.1978;6.3
01.03.1978;6.3
01.04.1978;6.1
01.05.1978;6
01.06.1978;5.9
01.07.1978;6.2
01.08.1978;5.9
01.09.1978;6
01.10.1978;5.8
01.11.1978;5.9
01.12.1978;6
01.01.1979;5.9
01.02.1979;5.9
01.03.1979;5.8
01.04.1979;5.8
01.05.1979;5.6
01.06.1979;5.7
01.07.1979;5.7
01.08.1979;6
01.09.1979;5.9
01.10.1979;6
01.11.1979;5.9
01.12.1979;6
01.01.1980;6.3
01.02.1980;6.3
01.03.1980;6.3
01.04.1980;6.9
01.05.1980;7.5
01.06.1980;7.6
01.07.1980;7.8
01.08.1980;7.7
01.09.1980;7.5
01.10.1980;7.5
01.11.1980;7.5
01.12.1980;7.2
01.01.1981;7.5
01.02.1981;7.4
01.03.1981;7.4
01.04.1981;7.2
01.05.1981;7.5
01.06.1981;7.5
01.07.1981;7.2
01.08.1981;7.4
01.09.1981;7.6
01.10.1981;7.9
01.11.1981;8.3
01.12.1981;8.5
01.01.1982;8.6
01.02.1982;8.9
01.03.1982;9
01.04.1982;9.3
01.05.1982;9.4
01.06.1982;9.6
01.07.1982;9.8
01.08.1982;9.8
01.09.1982;10.1
01.10.1982;10.4
01.11.1982;10.8
01.12.1982;10.8
01.01.1983;10.4
01.02.1983;10.4
01.03.1983;10.3
01.04.1983;10.2
01.05.1983;10.1
01.06.1983;10.1
01.07.1983;9.4
01.08.1983;9.5
01.09.1983;9.2
01.10.1983;8.8
01.11.1983;8.5
01.12.1983;8.3
01.01.1984;8
01.02.1984;7.8
01.03.1984;7.8
01.04.1984;7.7
01.05.1984;7.4
01.06.1984;7.2
01.07.1984;7.5
01.08.1984;7.5
01.09.1984;7.3
01.10.1984;7.4
01.11.1984;7.2
